1 3.864060e+05 8.136515e+05
2 3.876925e+05 8.110230e+05
3 3.916579e+05 8.115905e+05
4 3.928730e+05 8.111800e+05
5 3.942555e+05 8.123575e+05
6 3.940133e+05 8.107274e+05
7 3.944595e+05 8.096582e+05
8 3.863650e+05 8.091769e+05
9 3.902705e+05 8.090948e+05
10 3.909230e+05 8.081040e+05
11 3.900630e+05 8.084424e+05
12 3.904475e+05 8.073005e+05
13 3.893900e+05 8.072325e+05
14 3.900884e+05 8.063867e+05
15 3.918955e+05 8.088330e+05
16 3.927305e+05 8.087440e+05
17 3.936615e+05 8.085555e+05
18 3.945731e+05 8.082258e+05
19 3.922920e+05 8.079686e+05
20 3.917515e+05 8.073286e+05
21 3.932430e+05 8.071415e+05
22 3.937555e+05 8.075430e+05
23 3.947135e+05 8.073967e+05
24 3.919440e+05 8.066775e+05
25 3.922106e+05 8.057055e+05
26 3.930639e+05 8.061956e+05
27 3.937020e+05 8.060460e+05
28 3.948385e+05 8.060685e+05
29 3.902775e+05 8.056591e+05
30 3.816070e+05 8.017180e+05
31 3.863565e+05 8.032515e+05
32 3.891178e+05 8.044190e+05
33 3.910285e+05 8.047075e+05
34 3.924035e+05 8.051830e+05
35 3.919985e+05 8.042600e+05
36 3.917615e+05 8.035525e+05
37 3.929757e+05 8.041390e+05
38 3.937550e+05 8.048878e+05
39 3.958048e+05 8.050625e+05
40 3.955620e+05 8.038140e+05
41 3.933273e+05 8.031953e+05
42 3.951823e+05 8.023011e+05
43 3.943960e+05 8.011820e+05
44 3.559230e+05 8.616540e+05
45 3.639700e+05 8.613708e+05
46 3.686538e+05 8.639005e+05
47 3.650298e+05 8.559180e+05
48 3.707613e+05 8.643434e+05
49 3.741314e+05 8.610440e+05
50 3.922274e+05 8.642825e+05
51 3.982920e+05 8.664790e+05
52 3.989215e+05 8.668815e+05
53 3.995200e+05 8.666615e+05
54 3.992405e+05 8.657220e+05
55 3.985820e+05 8.620580e+05
56 3.882940e+05 8.466079e+05
57 3.965380e+05 8.542785e+05
58 4.056765e+05 8.567605e+05
59 3.982890e+05 8.413153e+05
60 4.033530e+05 8.458855e+05
61 4.110500e+05 8.452948e+05
62 4.116670e+05 8.464991e+05
63 4.123325e+05 8.469800e+05
64 4.132925e+05 8.461220e+05
65 4.123152e+05 8.461145e+05
66 4.119102e+05 8.454695e+05
67 4.059510e+05 8.370890e+05
68 3.695073e+05 8.492332e+05
69 3.756770e+05 8.517840e+05
70 3.744375e+05 8.436560e+05
71 3.809785e+05 8.367030e+05
72 3.855280e+05 8.316830e+05
73 3.950960e+05 8.359560e+05
74 3.957800e+05 8.308554e+05
75 3.959135e+05 8.302179e+05
76 3.796465e+05 8.272031e+05
77 3.988622e+05 8.271328e+05
78 3.925660e+05 8.183133e+05
79 3.642940e+05 8.291080e+05
80 3.708345e+05 8.230905e+05
81 3.765985e+05 8.220400e+05
82 3.772672e+05 8.216581e+05
83 3.773147e+05 8.206028e+05
84 3.792185e+05 8.177460e+05
85 3.867455e+05 8.194931e+05
86 3.733558e+05 8.162967e+05
87 3.763760e+05 8.092765e+05
88 3.817580e+05 8.103660e+05
89 3.830555e+05 8.074543e+05
90 3.809670e+05 8.064551e+05
91 3.477460e+05 8.415945e+05
92 3.597538e+05 8.397500e+05
93 3.523475e+05 8.260015e+05
94 3.400995e+05 8.112490e+05
95 3.638255e+05 8.156395e+05
96 3.192031e+05 7.939956e+05
97 3.515325e+05 7.943910e+05
98 3.642720e+05 7.937000e+05
99 3.692064e+05 7.970865e+05
100 3.725025e+05 8.000315e+05
101 3.835320e+05 7.950180e+05
102 3.929871e+05 7.969147e+05
103 3.919810e+05 7.958585e+05
104 3.904545e+05 7.929802e+05
