1 524693.890435782 190136.324582048
2 532169.852194767 181663.72329877
3 522106.698233411 179737.792519091
4 533388.404693453 193451.026467071
5 525973.729674732 188464.548078951
6 523953.505171282 187729.710513154
7 520763.019103366 193360.422742775
8 523100.570665414 189524.60815157
9 523747.496973864 196638.656771657
10 523019.549069799 192050.596775831
11 526699.338375241 194418.470049361
12 524601.60473485 193871.142837092
13 523346.965807913 195437.089674222
14 525619.593259202 191369.213714127
15 522374.244462973 188088.208879889
16 526689.518922218 191814.985880245
17 550290.381289779 175400.938902003
18 549388.376956357 179195.419263615
19 545459.30586934 173910.369630869
20 547210.44547322 174016.164104977
21 548685.779308133 176531.569885399
22 548849.383396329 175078.440047773
23 550844.698893 176790.568857445
24 533392.708155567 181182.822579592
25 551698.646665832 174942.161494988
26 548433.984465608 171548.951385666
27 532446.932151366 181485.976519276
28 533168.409230016 180727.683638982
29 547258.445543991 175252.620173286
30 533237.558715595 181686.363246371
31 532112.95652223 181136.260183
32 532945.265922148 180760.214548834
33 532903.920500514 181417.325512116
34 532848.559771874 180897.375089806
35 545752.71932277 176433.514121297
36 531608.330933508 181080.949067328
37 532321.399317976 181288.115495974
38 532712.046521208 181631.196792949
39 550566.709561239 178610.078209453
40 545745.285904116 175320.999713906
41 532461.638249056 181064.899096408
42 547988.293972512 178300.965927992
43 532996.547434725 181243.788434399
44 532318.719811584 181871.042234913
45 532631.570228651 180778.90280243
46 531811.783306209 181389.97050458
47 531444.315310032 181382.128355751
48 533010.9158105 181019.067583253
49 533159.50665747 181192.633361159
50 533646.256449507 181236.554612422
51 532125.86576028 180849.41628431
52 533526.608899534 180881.401993182
53 532379.002276257 180843.412788633
54 532703.50180107 181120.324563029
55 544215.877849517 184356.671854712
56 549061.58701418 185152.943040395
57 547000.355320453 186088.281097502
58 548359.712861384 189490.849651165
59 550789.865893762 186100.834307996
60 546139.27082723 183989.16950082
61 544598.43616952 183558.882378055
62 548212.533442592 184070.912889862
63 549443.327611612 186492.422351837
64 545483.203483277 184854.229899579
65 547049.007056969 184921.792110579
66 548124.871323364 185636.634584625
67 549476.724279291 182984.665482947
68 547045.945765468 182800.478596964
69 548034.583213102 186790.438686159
70 550332.567331729 184463.000071929
71 548566.272946193 187604.218199698
72 528501.572271996 193827.010778825
73 520622.829767769 190844.763601714
74 524677.000530905 186664.646001871
75 524110.86582492 178779.402076587
76 530863.952715133 197099.912059625
77 521624.202938001 189816.164202451
78 528068.338514956 191879.712850213
79 527333.166996871 195816.433666523
80 526930.101203257 190055.146559573
81 519035.418851967 193348.720779904
82 516917.240216566 185492.208338403
83 545669.426212333 171878.639231122
84 552721.422098748 176966.88236215
85 549565.86310849 177297.451105392
86 549278.5400556 173363.122121883
87 547235.480786678 176744.349819248
88 546467.391349967 172659.429652756
89 548310.022588496 180246.152883652
90 518373.751655861 183775.420380441
91 519334.098122254 187209.159874635
92 523611.754449787 184168.140779088
93 522328.6701338 186524.891701968
94 519452.22674679 185277.008677033
95 522007.559994054 185390.633911317
96 520850.117399825 186737.251154027
97 520302.873130528 188447.706869827
98 518158.731853544 184828.311370739
99 521408.591407643 183898.513338649
100 522490.054948792 184434.739271991
101 522391.985698672 183259.213538636
102 542440.58634487 168943.183587811
103 517893.181788077 188310.950683817
104 541126.60568118 159409.624079695
105 525030.348793267 183536.446509571
106 542144.557886593 165697.685349538
107 523592.97769726 185383.955544013
108 540235.896618566 169113.654828107
109 516674.759443169 186913.153215676
110 547254.615761516 163447.79454341
111 518129.023377445 186626.961149932
112 544350.031832805 170271.4137818
113 523986.752622189 183318.909797883
114 535881.819352854 169134.78806456
115 519731.002502373 189577.729099684
116 537837.777865025 169948.178096471
117 520286.46635513 183990.576674208
118 548408.112528454 168003.288577903
119 546362.675205798 168909.827239516
120 534386.318816988 170432.804077715
121 543431.383988811 160680.425347269
122 543988.329034764 164952.17338582
123 540118.917435397 165332.599080714
124 537174.387697276 167910.476845197
125 542016.383003657 172344.16586451
126 529535.567769554 159738.012896706
127 510510.845389389 174387.714778558
128 513233.039419247 186508.241855586
129 546925.941438476 165696.090078322
130 535815.75076741 170355.746878304
131 544730.874668792 167255.474001689
132 540789.679603143 170692.987572668
133 539113.935552295 168272.273078374
134 538485.902805577 166195.349214551
135 527229.266080299 184616.244177412
136 529735.244567579 181995.887714814
137 528457.548318924 184002.56297493
138 529512.224962064 184556.670163203
139 524778.902693845 185333.452012588
140 526011.083424547 185530.368627935
141 527927.55492098 185388.561311509
142 526671.464573212 186180.84404834
143 528134.174573852 184699.155500969
144 527967.189445835 186685.18900986
145 530694.194485941 181688.763164882
146 529040.741557171 185260.338868699
147 525571.02001958 183934.241302752
148 530423.991987175 182586.775866531
149 528939.481815311 182953.06995832
150 529776.620079416 183479.645422668
151 526539.736406947 184141.779977268
152 525483.297785628 184842.328155232
153 533601.048951356 166379.855170477
154 535215.566892253 166806.749834262
155 531831.033706472 168153.616840651
156 531209.979990539 166195.885831747
157 530902.58028377 157877.459077437
158 535693.614264015 194686.731770584
159 509351.566439699 172312.444423921
160 535432.382676726 193742.081243394
161 511914.143221802 171617.408946133
162 513473.850220119 185794.282023623
